observed_on_details.date,species_guess,public_positional_accuracy,quality_metrics,taxon.name,geojson.coordinates,owners_identification_from_vision,identifications_count,num_identification_disagreements,location,place_guess,latitude,longitude
2021-06-28,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-0.3373066, 53.7830319]",,2,0,"[53.7830319, -0.3373066]","Hull HU7, UK",53.7830319,-0.3373066
2021-06-28,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-1.532055378, 53.8292160034]",False,2,0,"[53.8292160034, -1.532055378]",Leeds,53.8292160034,-1.532055378
2021-06-27,Harlequin Ladybird,,[],Harmonia axyridis,"[-0.38379843, 53.0449364997]",True,0,0,"[53.0449364997, -0.38379843]","Ruskington, UK",53.0449364997,-0.38379843
2021-06-27,Asian Lady Beetle,25.0,[],Harmonia axyridis,"[-0.4407824948, 51.146189964]",True,1,0,"[51.146189964, -0.4407824948]","Ewhurst, Cranleigh GU6 7RW, UK",51.146189964,-0.4407824948
2021-06-27,Harlequin Ladybird,16.0,[],Harmonia axyridis,"[-2.7549666667, 52.7129366667]",False,2,0,"[52.7129366667, -2.7549666667]","University Centre Shrewsbury, Shrewsbury, England, GB",52.7129366667,-2.7549666667
2021-06-27,Harlekin-Marienkäfer,21.0,[],Harmonia axyridis,"[-0.9266320262, 52.2411382264]",True,2,0,"[52.2411382264, -0.9266320262]","Montfort Close, Northampton, England, GB",52.2411382264,-0.9266320262
2021-06-26,Asian Lady Beetle,,[],Harmonia axyridis,"[1.237494, 52.611619]",True,1,0,"[52.611619, 1.237494]","Norfolk, England, GB",52.611619,1.237494
2021-06-27,Asian Lady Beetle,8415.0,[],Harmonia axyridis,"[-0.4200255498, 51.8788321242]",False,1,0,"[51.8788321242, -0.4200255498]",Luton,51.8788321242,-0.4200255498
2021-06-27,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-0.237625, 51.4974883333]",False,1,0,"[51.4974883333, -0.237625]","Ravenscourt Park, London, England, GB",51.4974883333,-0.237625
2021-06-27,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-0.55577, 52.1744466667]",True,1,0,"[52.1744466667, -0.55577]","Stevington, Bedford, England, GB",52.1744466667,-0.55577
2021-06-27,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-1.9211921765, 53.7027980659]",True,2,0,"[53.7027980659, -1.9211921765]","Rochdale Road, Sowerby Bridge, England, GB",53.7027980659,-1.9211921765
2021-06-23,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[0.1229551435, 52.2141469446]",True,1,0,"[52.2141469446, 0.1229551435]","Cambridge CB4, UK",52.2141469446,0.1229551435
2021-06-26,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-0.3334966667, 52.1068221667]",True,2,0,"[52.1068221667, -0.3334966667]","Ickwell Bury, Biggleswade, England, GB",52.1068221667,-0.3334966667
2021-06-27,Asian Lady Beetle,26036.0,[],Harmonia axyridis,"[-1.4863317699, 52.564132332]",False,1,0,"[52.564132332, -1.4863317699]","Warwickshire, England, GB",52.564132332,-1.4863317699
2021-06-27,Asian Lady Beetle,21.0,[],Harmonia axyridis,"[-0.1893679243, 51.5229489867]",True,1,0,"[51.5229489867, -0.1893679243]","Grand Union Canal, London, England, GB",51.5229489867,-0.1893679243
2021-06-27,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[-0.3048271034, 53.7605587487]",True,1,0,"[53.7605587487, -0.3048271034]","Lee St, Hull, England, GB",53.7605587487,-0.3048271034
2021-06-27,Asian Lady Beetle,15.0,[],Harmonia axyridis,"[1.2217546, 52.0541216]",False,1,0,"[52.0541216, 1.2217546]","Rushmere St Andrew, Ipswich, UK",52.0541216,1.2217546
2021-06-26,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-1.1434388333, 52.9833333333]",True,2,0,"[52.9833333333, -1.1434388333]","Hall St, Nottingham, England, GB",52.9833333333,-1.1434388333
2021-06-24,Asian Lady Beetle,1.0,[],Harmonia axyridis,"[-1.9548677183, 52.480666381]",True,2,0,"[52.480666381, -1.9548677183]","Birmingham, UK",52.480666381,-1.9548677183
2021-06-27,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-1.1964333333, 52.9695583333]",True,2,0,"[52.9695583333, -1.1964333333]","Aspley Lane, Nottingham, England, GB",52.9695583333,-1.1964333333
2021-06-27,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[0.9907223582, 52.5798454285]",True,1,0,"[52.5798454285, 0.9907223582]",Norwich,52.5798454285,0.9907223582
2021-06-27,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.7967633333, 54.0437861667]",True,1,0,"[54.0437861667, -2.7967633333]","Meadowside, Lancaster, England, GB",54.0437861667,-2.7967633333
2021-06-27,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.79675, 54.0438278333]",True,1,0,"[54.0438278333, -2.79675]","Tower Ct, Lancaster, England, GB",54.0438278333,-2.79675
2021-06-27,Harlekin-Marienkäfer,9.0,[],Harmonia axyridis,"[-2.9465672362, 53.4710502109]",,1,0,"[53.4710502109, -2.9465672362]","Foxhunter Drive, Liverpool L9 9BF, UK",53.4710502109,-2.9465672362
2021-06-27,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.78033, 53.7124583333]",True,1,0,"[53.7124583333, -1.78033]","Bradford Road, Brighouse, England, GB",53.7124583333,-1.78033
2021-06-27,Harlekin-Marienkäfer,65.0,[],Harmonia axyridis,"[0.2455644202, 52.0249903683]",,2,0,"[52.0249903683, 0.2455644202]","Saffron Walden Common, Saffron Walden, England, GB",52.0249903683,0.2455644202
2021-06-27,Asian Lady Beetle,26100.0,[],Harmonia axyridis,"[0.027083829, 52.1777888242]",True,1,0,"[52.1777888242, 0.027083829]","Cambridgeshire, England, GB",52.1777888242,0.027083829
2021-06-27,Asian Lady Beetle,26100.0,[],Harmonia axyridis,"[0.0738951512, 52.0045847153]",True,1,0,"[52.0045847153, 0.0738951512]","Cambridgeshire, England, GB",52.0045847153,0.0738951512
2021-06-27,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.5877777778, 51.4711111111]",,2,0,"[51.4711111111, -2.5877777778]","St Andrew's, Bristol, UK",51.4711111111,-2.5877777778
2021-06-27,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-2.5877777778, 51.4711111111]",,2,0,"[51.4711111111, -2.5877777778]","St Andrew's, Bristol, UK",51.4711111111,-2.5877777778
2021-06-27,Asian Lady Beetle,16.0,[],Harmonia axyridis,"[-1.8276456, 52.5645195]",,2,0,"[52.5645195, -1.8276456]","Sutton Coldfield B73, UK",52.5645195,-1.8276456
2021-06-27,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-2.2153030811, 53.3411727665]",False,1,0,"[53.3411727665, -2.2153030811]","Waveney Dr, Wilmslow, England, GB",53.3411727665,-2.2153030811
2021-06-27,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-2.2152065313, 53.3411924905]",False,2,0,"[53.3411924905, -2.2152065313]","Waveney Dr, Wilmslow, England, GB",53.3411924905,-2.2152065313
2021-06-27,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-2.2152476068, 53.3411741917]",False,2,0,"[53.3411741917, -2.2152476068]","Waveney Dr, Wilmslow, England, GB",53.3411741917,-2.2152476068
2021-06-27,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[1.2658916667, 52.2210166667]",True,1,0,"[52.2210166667, 1.2658916667]","Little Green, Woodbridge, England, GB",52.2210166667,1.2658916667
2021-06-27,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.3528399083, 51.3709708139]",False,1,0,"[51.3709708139, -2.3528399083]","Bath, UK",51.3709708139,-2.3528399083
2021-06-27,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[1.2658866667, 52.22103]",True,1,0,"[52.22103, 1.2658866667]","Little Green, Woodbridge, England, GB",52.22103,1.2658866667
2021-06-27,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.4041666667, 51.9352777778]",,2,0,"[51.9352777778, -2.4041666667]","Newent GL18, UK",51.9352777778,-2.4041666667
2021-06-26,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-2.6754702296, 53.7325440599]",False,1,0,"[53.7325440599, -2.6754702296]","A6 Greenlink, Walton-le-Dale",53.7325440599,-2.6754702296
2021-06-27,Asian Lady Beetle,3.0,[],Harmonia axyridis,"[-0.2556666466, 51.6464736678]",True,1,0,"[51.6464736678, -0.2556666466]","Borehamwood, UK",51.6464736678,-0.2556666466
2021-06-27,Asian Lady Beetle,25.0,[],Harmonia axyridis,"[-3.0550585315, 53.5589211018]",False,1,0,"[53.5589211018, -3.0550585315]","Merseyside, England, GB",53.5589211018,-3.0550585315
2021-06-26,Asian Lady Beetle,15.0,[],Harmonia axyridis,"[-2.3071380549, 53.5321923878]",True,1,0,"[53.5321923878, -2.3071380549]","Prestwich, Manchester, UK",53.5321923878,-2.3071380549
2021-06-26,Asian Lady Beetle,26036.0,[],Harmonia axyridis,"[-1.4859824812, 52.4218680392]",False,1,0,"[52.4218680392, -1.4859824812]","Warwickshire, England, GB",52.4218680392,-1.4859824812
2021-06-23,Asian Lady Beetle,16.0,[],Harmonia axyridis,"[-0.1415333333, 51.3075116667]",False,2,0,"[51.3075116667, -0.1415333333]","Downs Road, Coulsdon, England, GB",51.3075116667,-0.1415333333
2021-06-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.538563, 51.4239359722]",True,1,0,"[51.4239359722, -0.538563]","Egham TW20 8NX, UK",51.4239359722,-0.538563
2021-06-26,Asian Lady Beetle,9.0,[],Harmonia axyridis,"[-1.3262833333, 51.3894916667]",True,1,0,"[51.3894916667, -1.3262833333]","Croft Road, Newbury, England, GB",51.3894916667,-1.3262833333
2021-06-26,Asian Lady Beetle,19.0,[],Harmonia axyridis,"[-1.4489440755, 51.4760285897]",False,2,0,"[51.4760285897, -1.4489440755]","Great Shefford, Hungerford RG17, UK",51.4760285897,-1.4489440755
2021-06-26,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-2.76113, 52.7047966667]",True,2,0,"[52.7047966667, -2.76113]","Victoria Ave, Shrewsbury, England, GB",52.7047966667,-2.76113
2021-06-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.1023756231, 51.346135203]",False,1,0,"[51.346135203, -0.1023756231]","South Croydon, UK",51.346135203,-0.1023756231
2021-06-24,Asian Lady Beetle,17.0,[],Harmonia axyridis,"[-0.731426999, 52.460927]",,2,0,"[52.460927, -0.731426999]","Frith Close, Great Oakley, Corby NN18 8FR, UK",52.460927,-0.731426999
2021-06-26,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[1.1108305556, 51.25645]",True,2,0,"[51.25645, 1.1108305556]","Renville Cottages, Canterbury CT4 5AA, UK",51.25645,1.1108305556
2021-06-26,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-0.1504106063, 51.1274308468]",False,2,0,"[51.1274308468, -0.1504106063]","Milton Mount Gardens, Crawley, England, GB",51.1274308468,-0.1504106063
2021-06-26,Asian Lady Beetle,18.0,[],Harmonia axyridis,"[0.0658304756, 51.3839997051]",,2,0,"[51.3839997051, 0.0658304756]","Rolleston Ave, Orpington, England, GB",51.3839997051,0.0658304756
2021-06-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.9711112082, 51.1458332419]",True,1,0,"[51.1458332419, -0.9711112082]","Alton GU34, UK",51.1458332419,-0.9711112082
2021-06-26,Asian Lady Beetle,16.0,[],Harmonia axyridis,"[-0.06145, 51.503855]",,2,0,"[51.503855, -0.06145]","St John's Churchyard Garden, London, England, GB",51.503855,-0.06145
2021-06-26,Asian Lady Beetle,28.0,[],Harmonia axyridis,"[-0.469845, 51.5343079]",False,1,0,"[51.5343079, -0.469845]","St. Johns, Uxbridge UB8, UK",51.5343079,-0.469845
2021-06-26,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-0.183625, 51.50897]",False,1,0,"[51.50897, -0.183625]","North Walk, London, England, GB",51.50897,-0.183625
2021-06-26,Asian Lady Beetle,14.0,[],Harmonia axyridis,"[-2.6929422095, 53.3344492443]",True,1,0,"[53.3344492443, -2.6929422095]","Halton, Runcorn WA7, UK",53.3344492443,-2.6929422095
2021-06-15,Asian Lady Beetle,,[],Harmonia axyridis,"[0.004009, 51.452925]",True,1,0,"[51.452925, 0.004009]","Lewisham, England, GB",51.452925,0.004009
2021-06-26,Asian Lady Beetle,1330.0,[],Harmonia axyridis,"[-2.6200364158, 51.466154274]",True,2,0,"[51.466154274, -2.6200364158]",Clifton,51.466154274,-2.6200364158
2021-06-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.2485059722, 51.516845]",False,2,0,"[51.516845, -1.2485059722]","Berkshire, England, GB",51.516845,-1.2485059722
2021-06-26,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-1.3250478635, 51.0584121983]",,2,0,"[51.0584121983, -1.3250478635]","Winchester SO22 4FE, UK",51.0584121983,-1.3250478635
2021-06-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.1104864031, 51.6030349731]",False,2,0,"[51.6030349731, -0.1104864031]","Wood Green, London, UK",51.6030349731,-0.1104864031
2021-06-26,Asian Lady Beetle,64.0,[],Harmonia axyridis,"[1.0699578273, 51.0701865403]",True,2,0,"[51.0701865403, 1.0699578273]","Reachfields, Hythe, England, GB",51.0701865403,1.0699578273
2021-06-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.9001582786, 53.2039816295]",False,1,0,"[53.2039816295, -2.9001582786]",Chester UK,53.2039816295,-2.9001582786
2021-06-26,Asian Lady Beetle,19.0,[],Harmonia axyridis,"[-2.6426796092, 51.4950374318]",False,2,0,"[51.4950374318, -2.6426796092]","Grove Ave, Bristol, England, GB",51.4950374318,-2.6426796092
2021-06-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.0198972222, 51.5910138889]",True,1,0,"[51.5910138889, -0.0198972222]","Walthamstow, London, UK",51.5910138889,-0.0198972222
2021-06-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.0198972222, 51.5910138889]",True,1,0,"[51.5910138889, -0.0198972222]","Walthamstow, London, UK",51.5910138889,-0.0198972222
2021-06-26,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-1.9731707814, 52.4735484629]",True,1,0,"[52.4735484629, -1.9731707814]","Bearwood, Smethwick, UK",52.4735484629,-1.9731707814
2021-06-26,Asian Lady Beetle,17.0,[],Harmonia axyridis,"[-2.35920336, 51.38837897]",False,2,0,"[51.38837897, -2.35920336]","Walcot Gate, Bath BA1 5BL, UK",51.38837897,-2.35920336
2021-06-26,Asian Lady Beetle,3354.0,[],Harmonia axyridis,"[-2.5531961024, 51.461066144]",True,1,0,"[51.461066144, -2.5531961024]",BS5,51.461066144,-2.5531961024
2021-06-26,Asian Lady Beetle,11.0,[],Harmonia axyridis,"[-0.1761085153, 51.5091126681]",False,1,0,"[51.5091126681, -0.1761085153]","City of Westminster, London, England, GB",51.5091126681,-0.1761085153
2021-06-26,Asian Lady Beetle,8446.0,[],Harmonia axyridis,"[-1.1581087857, 52.9549249167]",True,1,0,"[52.9549249167, -1.1581087857]",Nottingham,52.9549249167,-1.1581087857
2021-06-26,Asian Lady Beetle,176.0,[],Harmonia axyridis,"[-1.4701120555, 51.235795167]",False,2,0,"[51.235795167, -1.4701120555]",Harmony Woods,51.235795167,-1.4701120555
2021-06-26,Asian Lady Beetle,92.0,[],Harmonia axyridis,"[0.0154082, 51.4952495]",,2,0,"[51.4952495, 0.0154082]","London SE10 0QL, UK",51.4952495,0.0154082
2021-06-26,Asian Lady Beetle,1414.0,[],Harmonia axyridis,"[-2.2992919871, 53.5274058785]",,2,0,"[53.5274058785, -2.2992919871]","Prestwich Forest Park, Manchester, England, GB",53.5274058785,-2.2992919871
2021-06-26,Asian Lady Beetle,26164.0,[],Harmonia axyridis,"[-0.6313988107, 51.7644088123]",False,1,0,"[51.7644088123, -0.6313988107]","England, GB",51.7644088123,-0.6313988107
2021-06-26,Asian Lady Beetle,26068.0,[],Harmonia axyridis,"[0.0088352833, 52.3357402567]",False,1,0,"[52.3357402567, 0.0088352833]","Cambridgeshire, England, GB",52.3357402567,0.0088352833
2021-06-26,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[1.2659083333, 52.2209333333]",False,2,0,"[52.2209333333, 1.2659083333]","Little Green, Woodbridge, England, GB",52.2209333333,1.2659083333
2021-06-26,Asian Lady Beetle,6.0,[],Harmonia axyridis,"[-1.72491167, 53.727075]",False,2,0,"[53.727075, -1.72491167]","Kenmore Road, Cleckheaton, England, GB",53.727075,-1.72491167
2021-06-26,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-0.1667366667, 51.5632466667]",True,1,0,"[51.5632466667, -0.1667366667]","Hampstead Heath, London, England, GB",51.5632466667,-0.1667366667
2021-06-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.1691666667, 51.6397222222]",False,1,0,"[51.6397222222, -0.1691666667]","New Barnet, Barnet, UK",51.6397222222,-0.1691666667
2021-06-26,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-0.1165971766, 51.5848965449]",True,4,1,"[51.5848965449, -0.1165971766]","London N8 7DD, UK",51.5848965449,-0.1165971766
2021-06-26,Asian Lady Beetle,12.0,[],Harmonia axyridis,"[-0.1164469, 51.5852642]",True,1,0,"[51.5852642, -0.1164469]","London N8 7DD, UK",51.5852642,-0.1164469
2021-06-26,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-5.0547132492, 50.2656402588]",True,4,1,"[50.2656402588, -5.0547132492]",Truro,50.2656402588,-5.0547132492
2021-06-26,Asian Lady Beetle,26036.0,[],Harmonia axyridis,"[-1.9951393957, 52.5785983809]",True,1,0,"[52.5785983809, -1.9951393957]","England, GB",52.5785983809,-1.9951393957
2021-06-26,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.1971388889, 53.4415583333]",False,2,0,"[53.4415583333, -2.1971388889]","Manchester M19, UK",53.4415583333,-2.1971388889
2021-06-24,Asian Lady Beetle,14.0,[],Harmonia axyridis,"[-0.17625, 51.51353]",True,1,0,"[51.51353, -0.17625]","Westbourne Ter, London, England, GB",51.51353,-0.17625
2021-06-14,Asian Lady Beetle,350.0,[],Harmonia axyridis,"[-1.203774, 52.957738]",False,2,0,"[52.957738, -1.203774]",wollaton,52.957738,-1.203774
2021-06-20,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.2082983333, 52.95586]",False,1,0,"[52.95586, -1.2082983333]","Nottingham, England, United Kingdom",52.95586,-1.2082983333
2021-06-25,Asian Lady Beetle,300.0,[],Harmonia axyridis,"[-1.205662, 52.957531]",False,1,0,"[52.957531, -1.205662]",wollaton,52.957531,-1.205662
2021-06-19,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.2099666667, 52.9589333333]",False,1,0,"[52.9589333333, -1.2099666667]","Nottingham, England, United Kingdom",52.9589333333,-1.2099666667
2021-06-19,Asian Lady Beetle,77.0,[],Harmonia axyridis,"[-1.2134180382, 52.956923206]",False,1,0,"[52.956923206, -1.2134180382]","Wollaton, Nottingham, UK",52.956923206,-1.2134180382
2021-06-19,Asian Lady Beetle,95.0,[],Harmonia axyridis,"[-1.2115116321, 52.9569988953]",False,2,0,"[52.9569988953, -1.2115116321]","Wollaton, Nottingham, UK",52.9569988953,-1.2115116321
2021-06-25,Asian Lady Beetle,11.0,[],Harmonia axyridis,"[-0.0446945, 51.4465616667]",True,1,0,"[51.4465616667, -0.0446945]","Bovill Road, London, England, GB",51.4465616667,-0.0446945
2021-06-22,Asian Lady Beetle,112.0,[],Harmonia axyridis,"[-2.7943407611, 54.0385785112]",False,1,0,"[54.0385785112, -2.7943407611]","Greaves Park Restaurant, Lancaster, England, GB",54.0385785112,-2.7943407611
2021-06-25,Asian Lady Beetle,7.0,[],Harmonia axyridis,"[-2.5390471146, 51.4909221582]",True,2,0,"[51.4909221582, -2.5390471146]","Begbrook, Bristol BS16 1EL, UK",51.4909221582,-2.5390471146
2021-06-25,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-1.3260466667, 51.3948283333]",True,1,0,"[51.3948283333, -1.3260466667]","Newtown Road, Newbury, England, GB",51.3948283333,-1.3260466667
2021-06-25,Harlekin-Marienkäfer,3.0,[],Harmonia axyridis,"[0.9124633333, 52.3733133333]",False,2,0,"[52.3733133333, 0.9124633333]","Fen St, Diss, England, GB",52.3733133333,0.9124633333
2021-06-25,Harlekin-Marienkäfer,26164.0,[],Harmonia axyridis,"[-0.0321955226, 51.6397872955]",True,2,0,"[51.6397872955, -0.0321955226]","England, GB",51.6397872955,-0.0321955226
2021-06-25,Asian Lady Beetle,6.0,[],Harmonia axyridis,"[-1.232914567, 51.7671127319]",True,2,0,"[51.7671127319, -1.232914567]",Oxfordshire,51.7671127319,-1.232914567
2021-06-25,Harlekin-Marienkäfer,65.0,[],Harmonia axyridis,"[-0.3189653578, 51.749060735]",False,2,0,"[51.749060735, -0.3189653578]","Hawkshill, St Albans, England, GB",51.749060735,-0.3189653578
2021-06-25,Asian Lady Beetle,9.0,[],Harmonia axyridis,"[-1.51724, 53.7186166667]",,2,0,"[53.7186166667, -1.51724]","Kenmore Rd Lingwell Gate Lane, Lofthouse, Wakefield WF3 3UZ, UK",53.7186166667,-1.51724
2021-06-25,Harlekin-Marienkäfer,282.0,[],Harmonia axyridis,"[-0.1654002005, 51.5325908566]",False,2,0,"[51.5325908566, -0.1654002005]","Grand Union Canal, London, England, GB",51.5325908566,-0.1654002005
2021-06-25,Asian Lady Beetle,36.0,[],Harmonia axyridis,"[-0.0071418296, 51.6009519244]",False,2,0,"[51.6009519244, -0.0071418296]","171 Wadham Road, London, England, GB",51.6009519244,-0.0071418296
2021-06-25,Asian Lady Beetle,14.0,[],Harmonia axyridis,"[-1.3414865884, 54.5566947973]",,2,0,"[54.5566947973, -1.3414865884]","Hartburn, Stockton-on-Tees TS18, UK",54.5566947973,-1.3414865884
2021-06-25,Asian Lady Beetle,39.0,[],Harmonia axyridis,"[-0.1673165438, 51.5279644903]",True,1,0,"[51.5279644903, -0.1673165438]","Tickford House, London, England, GB",51.5279644903,-0.1673165438
2021-06-25,Asian Lady Beetle,13.0,[],Harmonia axyridis,"[-2.55932957, 51.50581413]",False,2,0,"[51.50581413, -2.55932957]","Stoke Gifford, Bristol, UK",51.50581413,-2.55932957
2021-06-25,Asian Lady Beetle,7.0,[],Harmonia axyridis,"[-2.55978958, 51.50569495]",False,1,0,"[51.50569495, -2.55978958]","Stoke Gifford, Bristol, UK",51.50569495,-2.55978958
2021-06-25,Harlekin-Marienkäfer,26132.0,[],Harmonia axyridis,"[-2.3827422888, 51.9966962353]",,2,0,"[51.9966962353, -2.3827422888]","Gloucestershire, England, GB",51.9966962353,-2.3827422888
2021-06-25,Asian Lady Beetle,,[],Harmonia axyridis,"[0.0865248961, 52.2310676572]",True,1,0,"[52.2310676572, 0.0865248961]","Wellbrook Way, Girton, Cambridge CB3 0LN, UK",52.2310676572,0.0865248961
2021-06-25,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-2.4777920246, 51.4377746582]",True,1,0,"[51.4377746582, -2.4777920246]",Oldland Common,51.4377746582,-2.4777920246
2021-06-25,Harlekin-Marienkäfer,6.0,[],Harmonia axyridis,"[-0.1798337325, 52.2219787398]",True,4,1,"[52.2219787398, -0.1798337325]","Croxton, Saint Neots PE19, UK",52.2219787398,-0.1798337325
2021-06-25,Asian Lady Beetle,26100.0,[],Harmonia axyridis,"[0.1049035103, 52.0659222223]",True,1,0,"[52.0659222223, 0.1049035103]","Cambridgeshire, England, GB",52.0659222223,0.1049035103
2021-06-24,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[-2.1202721667, 53.2553633333]",True,2,0,"[53.2553633333, -2.1202721667]","Lower Bank St, Macclesfield, England, GB",53.2553633333,-2.1202721667
2021-06-25,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.9638861111, 53.0741361111]",False,2,0,"[53.0741361111, -0.9638861111]","Southwell NG25, UK",53.0741361111,-0.9638861111
2021-06-24,Asian Lady Beetle,844.0,[],Harmonia axyridis,"[-1.2577263, 51.7520209]",True,1,0,"[51.7520209, -1.2577263]","Oxford, UK",51.7520209,-1.2577263
2021-06-23,Harlekin-Marienkäfer,65.0,[],Harmonia axyridis,"[0.55893, 51.2484133333]",False,2,0,"[51.2484133333, 0.55893]","Reculver Walk, Maidstone, England, GB",51.2484133333,0.55893
2021-06-24,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.537803, 51.431949]",True,1,0,"[51.431949, -0.537803]","Vicarage Rd, Egham TW20 8NG, UK",51.431949,-0.537803
2021-06-13,Marieta asiàtica,,[],Harmonia axyridis,"[1.4444266667, 52.6044366667]",True,1,0,"[52.6044366667, 1.4444266667]","Norfolk, UK",52.6044366667,1.4444266667
2021-06-24,Asian Lady Beetle,9.0,[],Harmonia axyridis,"[-1.3827886927, 51.7860393024]",False,2,0,"[51.7860393024, -1.3827886927]","Tilgarsley Road, Witney, England, GB",51.7860393024,-1.3827886927
2021-06-24,Asian Lady Beetle,9.0,[],Harmonia axyridis,"[-2.0690573752, 51.8947310513]",False,2,0,"[51.8947310513, -2.0690573752]","Cheltenham, UK",51.8947310513,-2.0690573752
2021-06-24,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-2.068788819, 51.8941629678]",False,2,0,"[51.8941629678, -2.068788819]","Cheltenham, UK",51.8941629678,-2.068788819
2021-06-24,Asian Lady Beetle,1705.0,[],Harmonia axyridis,"[-2.0620759204, 51.8889708862]",False,2,0,"[51.8889708862, -2.0620759204]","Cheltenham, UK",51.8889708862,-2.0620759204
2021-06-24,Asian Lady Beetle,6.0,[],Harmonia axyridis,"[-1.72482, 53.72701333]",False,1,0,"[53.72701333, -1.72482]","Kenmore Road, Cleckheaton, England, GB",53.72701333,-1.72482
2021-06-24,Asian Lady Beetle,14.0,[],Harmonia axyridis,"[-1.327395, 51.3924]",True,1,0,"[51.3924, -1.327395]","Paddock Road, Newbury, England, GB",51.3924,-1.327395
2021-06-23,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.18351, 51.8504666667]",True,1,0,"[51.8504666667, -2.18351]","Gloucestershire, UK",51.8504666667,-2.18351
2021-06-24,Asian Lady Beetle,28.0,[],Harmonia axyridis,"[-0.23755, 51.4960466667]",False,2,0,"[51.4960466667, -0.23755]","Ravenscourt Park, London, England, GB",51.4960466667,-0.23755
2021-06-24,Asian Lady Beetle,,[],Harmonia axyridis,"[-2.9573312778, 53.6673561389]",True,1,0,"[53.6673561389, -2.9573312778]","Southport, UK",53.6673561389,-2.9573312778
2021-06-24,Asian Lady Beetle,,[],Harmonia axyridis,"[-3.4886782169, 50.7252731323]",True,4,1,"[50.7252731323, -3.4886782169]",Exeter,50.7252731323,-3.4886782169
2021-06-24,Asian Lady Beetle,65.0,[],Harmonia axyridis,"[-0.5774178505, 51.398651123]",True,1,0,"[51.398651123, -0.5774178505]",Virginia Water,51.398651123,-0.5774178505
2021-06-24,Asian Lady Beetle,50.0,[],Harmonia axyridis,"[-3.0835361667, 54.190875]",True,1,0,"[54.190875, -3.0835361667]","Watery Lane, Ulverston, England, GB",54.190875,-3.0835361667
2021-06-24,Asian Lady Beetle,,[],Harmonia axyridis,"[-1.7348822353, 52.4826469419]",True,1,0,"[52.4826469419, -1.7348822353]","Birmingham B37 7NZ, UK",52.4826469419,-1.7348822353
2021-06-24,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.7348822353, 52.4826469419]",True,2,0,"[52.4826469419, -1.7348822353]","Birmingham B37 7NZ, UK",52.4826469419,-1.7348822353
